SRRM1_HUMAN	SRRM2_HUMAN
SRRM1_HUMAN	SRSF6_HUMAN
SRRM2_HUMAN	SUMO2_HUMAN
SRSF4_HUMAN	SRSF6_HUMAN
STK39_HUMAN	WNK1_HUMAN
SUMO2_HUMAN	TF3C1_HUMAN
SUMO2_HUMAN	TFP11_HUMAN
SUMO2_HUMAN	TOP2B_HUMAN
SUMO2_HUMAN	TPR_HUMAN
SUMO2_HUMAN	WIZ_HUMAN
SUMO2_HUMAN	Z280C_HUMAN
SUMO2_HUMAN	ZKSC1_HUMAN
SUMO2_HUMAN	ZMYM4_HUMAN
SUMO2_HUMAN	ZN318_HUMAN
TCP4_HUMAN	TF3C1_HUMAN
TNAP3_HUMAN	WNK1_HUMAN
TOM1_HUMAN	ZFY16_HUMAN
UBL7_HUMAN	ZYX_HUMAN
WAP53_HUMAN	WAPL_HUMAN
WDR48_HUMAN	WDR70_HUMAN
WIZ_HUMAN	ZC3H4_HUMAN
